215,20170101,16
215,20170102,47
215,20170103,62
215,20170104,64
215,20170105,11
215,20170106,-20
215,20170107,19
215,20170108,44
215,20170109,59
215,20170110,62
215,20170111,76
215,20170112,54
215,20170113,44
215,20170114,32
215,20170115,23
215,20170116,1
215,20170117,-36
215,20170118,-35
215,20170119,-18
215,20170120,2
215,20170121,6
215,20170122,-24
215,20170123,2
215,20170124,24
215,20170125,-6
215,20170126,-32
215,20170127,2
215,20170128,55
215,20170129,47
215,20170130,51
215,20170131,40
215,20170201,39
215,20170202,93
215,20170203,86
215,20170204,53
215,20170205,40
215,20170206,45
215,20170207,30
215,20170208,2
215,20170209,-11
215,20170210,-20
215,20170211,-3
215,20170212,5
215,20170213,17
215,20170214,31
215,20170215,68
215,20170216,67
215,20170217,67
215,20170218,50
215,20170219,70
215,20170220,93
215,20170221,92
215,20170222,94
215,20170223,80
215,20170224,43
215,20170225,62
215,20170226,89
215,20170227,83
215,20170228,45
215,20170301,63
215,20170302,68
215,20170303,57
215,20170304,84
215,20170305,68
215,20170306,55
215,20170307,65
215,20170308,61
215,20170309,77
215,20170310,59
215,20170311,73
215,20170312,77
215,20170313,52
215,20170314,81
215,20170315,83
215,20170316,93
215,20170317,80
215,20170318,98
215,20170319,115
215,20170320,103
215,20170321,73
215,20170322,72
215,20170323,82
215,20170324,85
215,20170325,84
215,20170326,79
215,20170327,101
215,20170328,113
215,20170329,125
215,20170330,157
215,20170331,131
215,20170401,94
215,20170402,88
215,20170403,88
215,20170404,83
215,20170405,87
215,20170406,76
215,20170407,98
215,20170408,90
215,20170409,121
215,20170410,90
215,20170411,93
215,20170412,99
215,20170413,81
215,20170414,93
215,20170415,92
215,20170416,83
215,20170417,69
215,20170418,64
215,20170419,39
215,20170420,64
215,20170421,107
215,20170422,77
215,20170423,71
215,20170424,92
215,20170425,61
215,20170426,56
215,20170427,64
215,20170428,75
215,20170429,82
215,20170430,124
215,20170501,116
215,20170502,106
215,20170503,107
215,20170504,109
215,20170505,95
215,20170506,126
215,20170507,99
215,20170508,92
215,20170509,72
215,20170510,87
215,20170511,150
215,20170512,151
215,20170513,133
215,20170514,128
215,20170515,146
215,20170516,197
215,20170517,214
215,20170518,145
215,20170519,123
215,20170520,122
215,20170521,137
215,20170522,172
215,20170523,140
215,20170524,143
215,20170525,163
215,20170526,204
215,20170527,213
215,20170528,179
215,20170529,194
215,20170530,168
215,20170531,155
215,20170601,153
215,20170602,189
215,20170603,168
215,20170604,141
215,20170605,166
215,20170606,143
